#Position (bp)	Coverage
112944.0	40.983331842442674
338831.0	23.286627090225224
564718.0	16.678442660203
790605.0	23.30702783289302
1016492.0	13.163373591389156
1242379.0	21.334582845242743
1468266.0	20.954997857040812
1694153.0	23.00849327894068
1920040.0	22.88191869971346
2145927.0	22.963270034230973
2371814.0	22.719221613626384
2597701.0	36.10801375390337
2823588.0	22.7700057955508
3049475.0	22.64554084527533
3275362.0	27.249136306532662
3501249.0	21.243892089865557
3727136.0	22.130898181531094
3953023.0	23.00385372253198
4178910.0	26.089640110150984
4404797.0	15.547767500960374
4630684.0	23.00664914669284
4856571.0	26.453434182786552
5082458.0	18.140422664035047
5308345.0	49.53632781717888
5534232.0	0.0
5760119.0	0.3103448275862069
5986006.0	12.012842465753424
6211893.0	0.0
6437780.0	16.248091603053435
6663667.0	26.817813765182187
6889554.0	0.20803295571575695
7115441.0	19.73425054308472
7341328.0	25.544018058690746
7567215.0	19.879544221378186
7793102.0	28.07091527987897
8018989.0	0.0
8244876.0	0.0
8470763.0	28.823792486583184
8696650.0	14.41979370442824
8922537.0	22.864699331848552
9148424.0	20.844076461435876
9374311.0	0.0
9600198.0	0.24050345844200022
9826085.0	46.31464435146444
1.0051972E7	23.048974189278624
1.0277859E7	59.12834890965732
1.0503746E7	19.561542745753272
1.0729633E7	16.128626397117205
1.095552E7	16.210430165843633
1.1181407E7	33.97710193616833
1.1407294E7	18.101911750506904
1.1633181E7	5.575723546526466
1.1859068E7	27.65839531764419
1.2084955E7	43.9408953545576
1.2310842E7	25.270166453265045
1.2536729E7	19.034617896799478
1.2762616E7	38.13158717748241
1.2988503E7	23.407512996813683
1.321439E7	25.461794019933556
1.3440277E7	26.74717940568886
1.3666164E7	0.0
1.3892051E7	0.0
1.4117938E7	24.336905559276623
1.4343825E7	25.070526593539146
1.4569712E7	21.280890103455008
1.4795599E7	64.08249889791549
1.5021486E7	62.49226916905723
1.5247373E7	25.181616905607434
1.547326E7	48.288611224907825
1.5699147E7	24.58641223440249
1.5925034E7	27.074830657635072
1.6150921E7	21.270396802740507
1.6376808E7	67.96048632218844
1.6602695E7	2.231527093596059
1.6828582E7	0.0
1.7054469E7	58.55793991416309
1.7280356E7	29.841627543035994
1.7506243E7	6.136929460580913
1.773213E7	0.0
1.7958017E7	116.42710706150342
1.8183904E7	2.288697788697789
1.8409791E7	62.11579031912615
1.8635678E7	81.8027397260274
1.8861565E7	38.792528719002284
1.9087452E7	20.956838212149826
1.9313339E7	7.070544369873229
1.9539226E7	25.54366292898403
1.9765113E7	24.84737058340181
1.9991E7	15.351750972762646
2.0216887E7	24.475178296741714
2.0442774E7	23.602042321020424
2.0668661E7	20.89799616838399
2.0894548E7	26.47691392733564
2.1120435E7	22.024156097560976
2.1346322E7	75.90233150024997
2.1572209E7	60.66129973165325
2.1798096E7	97.14569998836262
2.2023983E7	27.662042321538326
2.224987E7	20.50547706953895
2.2475757E7	111.8642238267148
2.2701644E7	0.0
2.2927531E7	35.8951228456179
2.3153418E7	31.63277541843617
2.3379305E7	19.439159891598916
2.3605192E7	21.034295023818853
2.3831079E7	23.71433763401781
2.4056966E7	20.876237623762375
2.4282853E7	28.288910664706844
2.450874E7	28.4182147711826
2.4734627E7	22.710469107551486
2.4960514E7	13.812121212121212
2.5186401E7	14.82059304063684
2.5412288E7	94.55225806451612
2.5638175E7	2.7535919540229883
2.5864062E7	0.006183745583038869
2.6089949E7	70.16340668296658
2.6315836E7	0.0
2.6541723E7	0.0
2.676761E7	0.0
2.6993497E7	54.321033210332104
2.7219384E7	32.84113381674357
2.7445271E7	20.042103072761325
2.7671158E7	17.382628192630143
2.7897045E7	23.90022280344861
2.8122932E7	19.917062445030783
2.8348819E7	37.49204570916424
2.8574706E7	44.89423019072258
2.8800593E7	27.61902978085784
2.902648E7	32.629611305235166
2.9252367E7	9.615562403697997
2.9478254E7	114.40155963587785
2.9704141E7	23.699249538032205
2.9930028E7	23.309552413516926
3.0155915E7	53.672305059887556
3.0381802E7	29.986046909775723
3.0607689E7	26.654749483636053
3.0833576E7	23.280555380643538
3.1059463E7	26.478516628278843
3.128535E7	20.876554816314723
3.1511237E7	24.850218985167082
3.1737124E7	29.9034560982119
3.1963011E7	44.66509433962264
3.2188898E7	49.33201717927404
3.2414785E7	61.50807940904894
3.2640672E7	4.045765510733664
3.2866559E7	58.2575772341877
3.3092446E7	62.0609564876519
3.3318333E7	1.7475605556193319
3.354422E7	28.221043111245102
3.3770107E7	21.066704566988818
3.3995994E7	4.410982596476057
3.4221881E7	8.164762293409508
3.4447768E7	22.16528288966875
3.4673655E7	26.042101100165386
3.4899542E7	2.0303528444783656
3.5125429E7	53.6178107606679
3.5351316E7	0.0
3.5577203E7	0.0
3.580309E7	0.0
3.6028977E7	0.0
3.6254864E7	0.0
3.6480751E7	0.0
3.6706638E7	0.0
3.6932525E7	0.0
3.7158412E7	0.0
3.7384299E7	0.0
3.7610186E7	0.0
3.7836073E7	0.0
3.806196E7	0.0
3.8287847E7	0.0
3.8513734E7	0.0
3.8739621E7	0.0
3.8965508E7	0.0
3.9191395E7	0.0
3.9417282E7	0.0
3.9643169E7	0.0
3.9869056E7	0.0
4.0094943E7	0.0
4.032083E7	0.0
4.0546717E7	0.0
4.0772604E7	0.0
4.0998491E7	0.0
4.1224378E7	0.0
4.1450265E7	0.0
4.1676152E7	0.0
4.1902039E7	0.0
4.2127926E7	0.0
4.2353813E7	0.0
4.25797E7	0.0
4.2805587E7	0.0
4.3031474E7	0.0
4.3257361E7	0.0
4.3483248E7	0.0
4.3709135E7	0.0
4.3935022E7	0.0
4.4160909E7	0.0
4.4386796E7	0.0
4.4612683E7	0.0
4.483857E7	0.0
4.5064457E7	0.0
4.5290344E7	0.0
4.5516231E7	0.0
4.5742118E7	0.0
4.5968005E7	0.0
4.6193892E7	0.0
4.6419779E7	25.088916982722292
4.6645666E7	27.49255109425299
4.6871553E7	18.6083675693804
4.709744E7	16.195998918626657
4.7323327E7	17.991694352159467
4.7549214E7	37.87712835625409
4.7775101E7	22.5488183337312
4.8000988E7	0.1482962447844228
4.8226875E7	23.18149743742108
4.8452762E7	25.961884961884962
4.8678649E7	32.11940858601021
4.8904536E7	0.0
4.9130423E7	0.0
4.935631E7	25.12733713835859
4.9582197E7	26.99038359928141
4.9808084E7	5.519022579647387
5.0033971E7	26.5675
5.0259858E7	27.09377265477744
5.0485745E7	9.283320240900759
5.0711632E7	13.108860951994728
5.0937519E7	30.569991516179858
5.1163406E7	29.623193964966116
5.1389293E7	12.940073193046661
5.161518E7	49.98227120268328
5.1841067E7	0.0
5.2066954E7	0.19867724867724867
5.2292841E7	0.22482197355035605
5.2518728E7	14.908845208845209
5.2744615E7	105.22041920216363
5.2970502E7	28.751743947476406
5.3196389E7	16.32625667716751
5.3422276E7	23.45002282062985
5.3648163E7	17.430529892114205
5.387405E7	16.437906564163217
5.4099937E7	4.215339233038348
5.4325824E7	10.984379358437936
5.4551711E7	0.0
5.4777598E7	0.12377450980392157
5.5003485E7	15.179641749913882
5.5229372E7	0.0
5.5455259E7	17.20370714772798
5.5681146E7	22.508997429305914
5.5907033E7	31.70463106580988
5.613292E7	19.643147502903602
5.6358807E7	30.307425226923268
5.6584694E7	23.875853658536585
5.6810581E7	19.632306430830504
5.7036468E7	26.273979891897948
5.7262355E7	22.53570036635747
5.7488242E7	25.449041996031358
5.7714129E7	20.08822093590906
5.7940016E7	19.097853597607074
5.8165903E7	23.976044371017228
5.839179E7	25.472609945991444
5.8617677E7	22.185268144486496
5.8843564E7	27.715233511122676
5.9069451E7	134.215859030837
5.9295338E7	0.0
5.9521225E7	0.037900874635568516
5.9747112E7	75.07615139078888
5.9972999E7	5.379206349206349
6.0198886E7	0.09926289926289926
6.0424773E7	4.451598962834918
6.065066E7	17.684260580123635
6.0876547E7	0.0
6.1102434E7	129.0754189944134
6.1328321E7	0.0
6.1554208E7	0.0
6.1780095E7	7.980520714557203
6.2005982E7	19.457696827262044
6.2231869E7	0.0
6.2457756E7	0.0
6.2683643E7	0.0
6.290953E7	0.0
6.3135417E7	44.996714129244246
6.3361304E7	43.882852292020374
6.3587191E7	0.0
6.3813078E7	0.0
6.4038965E7	0.0
6.4264852E7	62.38744394618834
6.4490739E7	0.0
6.4716626E7	20.963872832369944
6.4942513E7	16.625167037861914
6.51684E7	4.543275632490014
6.5394287E7	23.768844221105528
6.5620174E7	8.49430894308943
6.5846061E7	0.0
6.6071948E7	0.0
6.6297835E7	5.941471571906354
6.6523722E7	21.908100797266513
6.6749609E7	27.135157135796728
6.6975496E7	22.776032702237522
6.7201383E7	26.717615229154443
6.742727E7	25.536715113517623
6.7653157E7	28.018060797921994
6.7879044E7	34.415233362606294
6.8104931E7	26.186543986334343
6.8330818E7	27.61854710278084
6.8556705E7	43.80562524759012
6.8782592E7	24.709447767835073
6.9008479E7	23.87326776933393
6.9234366E7	30.17865871190339
6.9460253E7	21.973525313516024
6.968614E7	38.2849820604818
6.9912027E7	40.70191115209718
7.0137914E7	19.651461410121733
7.0363801E7	16.815017304509205
7.0589688E7	23.76481684468123
7.0815575E7	17.662277328246624
7.1041462E7	22.533937942048826
7.1267349E7	25.934665469241132
7.1493236E7	26.39845616614593
7.1719123E7	25.52482756468275
7.194501E7	30.987138518420704
7.2170897E7	27.139983016526227
7.2396784E7	15.058630854896823
7.2622671E7	0.2531497216525051
7.2848558E7	43.034655722754216
7.3074445E7	20.38011088011088
7.3300332E7	0.0
7.3526219E7	0.07616892911010557
7.3752106E7	0.0
7.3977993E7	111.32555425904317
7.420388E7	43.173577235772356
7.4429767E7	57.02649934607959
7.4655654E7	34.470814501394365
7.4881541E7	16.734418767507
7.5107428E7	28.247520744788503
7.5333315E7	29.270814708862268
7.5559202E7	27.556458767954343
7.5785089E7	21.44099438963049
7.6010976E7	0.0
7.6236863E7	56.45159950145409
7.646275E7	14.24585635359116
7.6688637E7	6.2421814820520725
7.6914524E7	0.0
7.7140411E7	20.41737891737892
7.7366298E7	21.244795783926218
7.7592185E7	0.0
7.7818072E7	31.46937716262976
7.8043959E7	50.1987915407855
7.8269846E7	15.569051580698835
7.8495733E7	31.18864950078823
7.872162E7	0.0
7.8947507E7	59.16979166666667
7.9173394E7	28.861000794281175
7.9399281E7	0.0
7.9625168E7	7.06113537117904
7.9851055E7	0.24332041607179278
8.0076942E7	0.0
8.0302829E7	0.1062308478038815
8.0528716E7	3.7065810593900483
8.0754603E7	10.037478377858928
8.098049E7	16.94422765424827
8.1206377E7	21.515333070555773
8.1432264E7	17.41915339879874
8.1658151E7	13.234944868532654
8.1884038E7	16.415610844876255
8.2109925E7	11.117950647814634
8.2335812E7	0.0
8.2561699E7	29.7187708750835
8.2787586E7	1.13897122929381
8.3013473E7	3.1557869443332
8.323936E7	10.578043315907394
8.3465247E7	15.632113821138212
8.3691134E7	22.67897165458141
8.3917021E7	11.362835228199968
8.4142908E7	22.313628104179287
8.4368795E7	23.529851480279333
8.4594682E7	22.925007343992615
8.4820569E7	21.7840470501746
8.5046456E7	27.8785696548299
8.5272343E7	1.4832482450542437
8.549823E7	0.0
8.5724117E7	20.84864436783751
8.5950004E7	23.60853871048046
8.6175891E7	0.22070534698521047
8.6401778E7	18.684541514404692
8.6627665E7	20.968439292050004
8.6853552E7	0.14223575467594607
8.7079439E7	0.10277777777777777
8.7305326E7	12.282724872834976
8.7531213E7	27.026734182728955
8.77571E7	18.827795874049947
8.7982987E7	22.198124531132784
8.8208874E7	11.672959628231194
8.8434761E7	29.316599031286817
8.8660648E7	14.801216063348416
8.8886535E7	16.896735003796508
8.9112422E7	7.600043512945101
8.9338309E7	18.514673753913378
8.9564196E7	14.722190177982862
8.9790083E7	23.764437275659958
9.001597E7	34.685604903577904
