#Position (bp)	Coverage
112944.0	36.19274234427647
338831.0	21.310372955091314
564718.0	14.937827601878503
790605.0	21.23534634905671
1016492.0	11.939461316893224
1242379.0	18.536144735129508
1468266.0	19.011937076368717
1694153.0	22.879957199224236
1920040.0	20.684576905020155
2145927.0	20.1570199528836
2371814.0	21.833229332778664
2597701.0	34.4277218343216
2823588.0	22.36427265837457
3049475.0	20.589783225431002
3275362.0	28.378003297738694
3501249.0	21.198200008932957
3727136.0	21.707623884839073
3953023.0	22.770006559527715
4178910.0	26.915772481245845
4404797.0	15.792175172128482
4630684.0	22.60424912136276
4856571.0	25.72528387025188
5082458.0	17.66822317431281
5308345.0	52.86903073286052
5534232.0	0.0
5760119.0	0.12009512485136742
5986006.0	10.585616438356164
6211893.0	0.0
6437780.0	26.519083969465647
6663667.0	24.647773279352226
6889554.0	0.0
7115441.0	19.343229543808835
7341328.0	21.975169300225733
7567215.0	21.117742810634834
7793102.0	33.28876701966717
8018989.0	0.0
8244876.0	0.0
8470763.0	33.56797853309481
8696650.0	14.614262849012983
8922537.0	24.226769364018807
9148424.0	22.317848410757946
9374311.0	0.0
9600198.0	0.12790565823789546
9826085.0	48.567015341701534
1.0051972E7	25.054930509596293
1.0277859E7	52.343509865005196
1.0503746E7	19.91757170704539
1.0729633E7	17.464728516460024
1.095552E7	15.663060542916678
1.1181407E7	35.23932455132172
1.1407294E7	18.588973641015738
1.1633181E7	6.346536675003828
1.1859068E7	28.92528350201195
1.2084955E7	41.56813549792677
1.2310842E7	23.47695262483995
1.2536729E7	19.559764859568908
1.2762616E7	39.244409695074275
1.2988503E7	24.623008552741908
1.321439E7	27.313953488372093
1.3440277E7	29.965993961544573
1.3666164E7	0.0
1.3892051E7	0.0
1.4117938E7	24.03058718463943
1.4343825E7	26.0539032756606
1.4569712E7	23.205348428655086
1.4795599E7	58.32520939605769
1.5021486E7	58.146448193708366
1.5247373E7	22.756170809768076
1.547326E7	47.088897992625974
1.5699147E7	25.385482925068796
1.5925034E7	27.059736519281028
1.6150921E7	20.793948044533256
1.6376808E7	54.459343884288856
1.6602695E7	1.6169950738916257
1.6828582E7	0.0
1.7054469E7	59.2961373390558
1.7280356E7	31.49640062597809
1.7506243E7	8.5798755186722
1.773213E7	0.0
1.7958017E7	123.59453302961276
1.8183904E7	3.667076167076167
1.8409791E7	48.69557185692868
1.8635678E7	66.06925418569254
1.8861565E7	38.94505049335918
1.9087452E7	21.37374095058231
1.9313339E7	6.110365398956003
1.9539226E7	26.767074413863405
1.9765113E7	24.351376335250617
1.9991E7	17.110376134889755
2.0216887E7	28.381624947559782
2.0442774E7	25.40300818403008
2.0668661E7	22.193393051312587
2.0894548E7	26.72737348615917
2.1120435E7	24.038595121951218
2.1346322E7	62.52324682997773
2.1572209E7	58.00175008750438
2.1798096E7	84.34136312502424
2.2023983E7	29.946966371059794
2.224987E7	20.869099563665213
2.2475757E7	101.0626714801444
2.2701644E7	0.0
2.2927531E7	38.29299596626329
2.3153418E7	32.834424181863604
2.3379305E7	19.43419150858175
2.3605192E7	21.788311233012312
2.3831079E7	23.344902780301652
2.4056966E7	23.55026656511805
2.4282853E7	32.54556589906908
2.450874E7	27.92070684186679
2.4734627E7	23.36121281464531
2.4960514E7	13.967783094098884
2.5186401E7	15.755066569332916
2.5412288E7	102.72129032258064
2.5638175E7	3.4051724137931036
2.5864062E7	0.0892226148409894
2.6089949E7	71.03158109209454
2.6315836E7	0.0
2.6541723E7	0.0
2.676761E7	0.0
2.6993497E7	49.15129151291513
2.7219384E7	32.7281641397495
2.7445271E7	20.12984670874662
2.7671158E7	18.097387404952233
2.7897045E7	21.243243243243242
2.8122932E7	21.973614775725594
2.8348819E7	31.44056688326238
2.8574706E7	38.031767041694245
2.8800593E7	27.371391111230032
2.902648E7	30.44565385447911
2.9252367E7	9.306240369799692
2.9478254E7	85.63292633671979
2.9704141E7	23.284195044688314
2.9930028E7	22.55503188245079
3.0155915E7	38.107870936201415
3.0381802E7	29.16506876676368
3.0607689E7	24.955709814108978
3.0833576E7	23.104952458913168
3.1059463E7	25.327793335432236
3.128535E7	20.97473724809565
3.1511237E7	24.854017954363975
3.1737124E7	30.54250066720043
3.1963011E7	46.32270657124268
3.2188898E7	46.27957883070103
3.2414785E7	62.11068790397045
3.2640672E7	2.7037037037037037
3.2866559E7	46.635269466913556
